Asset Path,Type,Source URL,License,Owner,Proof (screenshot/file),Notes,Added On
assets/fonts/Poppins.woff2,Font,https://fonts.google.com/specimen/Poppins,SIL OFL 1.1,Indian Type Foundry & contributors,,Unmodified,2025-09-06
